Hire Date empid Job Code Salary
12SEP1982 E00331 FINCLK $39,000
18SEP1982 E00191 SALMGR $30,000
21SEP1982 E00256 BAGCLK $23,000
02OCT1982 E00325 RECEPT $26,000
12OCT1982 E00318 FLSCHD $43,000
15OCT1982 E00059 SALMGR $44,000
18OCT1982 E00299 FSVCLK $44,000
04NOV1982 E00265 FLTAT1 $42,000
11NOV1982 E00337 FACMGR $25,000
12NOV1982 E00391 FACCLK $40,000
15NOV1982 E00303 FACCLK $41,000
24NOV1982 E00311 FINCLK $17,000
24NOV1982 E00150 ITMGR $33,000
27NOV1982 E00389 SALCLK $37,000
02DEC1982 E00247 PILOT2 $45,000
04DEC1982 E00078 GRCREW $44,000
09DEC1982 E00217 RECEPT $25,000
09DEC1982 E00449 MECH01 $36,000
11DEC1982 E00421 HRCLK $31,000
24DEC1982 E00122 RESMGR $24,000
25DEC1982 E00126 FLTAT1 $20,000
29DEC1982 E00096 FLTAT3 $22,000
30JAN1983 E00372 RESCLK $36,000
31JAN1983 E00349 MECH02 $38,000
09FEB1983 E00007 MECH01 $29,000
19FEB1983 E00454 MECH03 $45,000
01MAR1983 E00185 FSVCLK $43,000
25MAR1983 E00121 FLSMGR $19,000
29MAR1983 E00132 MECH02 $30,000
29MAR1983 E00431 HRCLK $28,000
05APR1983 E00028 ITCLK $38,000
24APR1983 E00131 RESCLK $42,000
15MAY1983 E00305 CHKCLK $37,000
19MAY1983 E00459 FLTAT3 $22,000
19MAY1983 E00493 MECH02 $16,000
02JUN1983 E00223 FLTAT3 $18,000
05JUN1983 E00031 PILOT3 $28,000
06JUN1983 E00392 BAGCLK $31,000
12JUL1983 E00082 PILOT1 $61,000
12JUL1983 E00138 BAGSUP $32,000
14JUL1983 E00419 FLTAT2 $39,000
18JUL1983 E00383 RESCLK $29,000
02AUG1983 E00492 MECH03 $23,000
08AUG1983 E00171 SALCLK $44,000
03SEP1983 E00432 FLTAT2 $22,000
14SEP1983 E00081 MKTCLK $40,000
22SEP1983 E00207 FLTAT2 $21,000
25SEP1983 E00153 GRCREW $20,000
09OCT1983 E00148 ITPROG $33,000
21OCT1983 E00233 GRCREW $39,000
05NOV1983 E00429 FLTAT3 $40,000
07NOV1983 E00177 GRCREW $22,000
25NOV1983 E00361 PILOT2 $45,000
26NOV1983 E00169 RESMGR $32,000
08DEC1983 E00225 PILOT1 $64,000
13DEC1983 E00452 FLTAT3 $34,000
15DEC1983 E00359 MECH03 $16,000
15DEC1983 E00417 MECH01 $19,000
19DEC1983 E00002 FINCLK $27,000
20DEC1983 E00260 BAGCLK $39,000
28DEC1983 E00369 FINACT $35,000
02JAN1984 E00401 FACCLK $45,000
14JAN1984 E00102 CHKCLK $18,000
05FEB1984 E00293 MKTCLK $44,000
07FEB1984 E00052 FLTAT2 $44,000
22FEB1984 E00130 FLTAT3 $26,000
22FEB1984 E00189 GRCREW $16,000
26FEB1984 E00273 RESCLK $17,000
04MAR1984 E00072 BAGCLK $24,000
27MAR1984 E00014 MECH02 $19,000
31MAR1984 E00210 BAGCLK $31,000
15APR1984 E00272 ITSUPT $22,000
17APR1984 E00441 FSVCLK $43,000
25MAY1984 E00430 MECH03 $20,000
31MAY1984 E00480 PILOT3 $41,000
05JUN1984 E00030 MKTCLK $38,000
10JUN1984 E00101 GRCREW $43,000
14JUN1984 E00486 PILOT3 $44,000
18JUL1984 E00277 SALCLK $41,000
01AUG1984 E00495 FSVCLK $30,000
02AUG1984 E00034 FLTAT3 $28,000
22AUG1984 E00046 FLTAT1 $44,000
17SEP1984 E00109 ITSUPT $25,000
21SEP1984 E00124 CHKCLK $36,000
06OCT1984 E00309 FLTAT1 $25,000
08OCT1984 E00250 MECH03 $40,000
16OCT1984 E00416 RESCLK $20,000
24OCT1984 E00186 FLTAT2 $29,000
01NOV1984 E00163 FLTAT3 $38,000
03NOV1984 E00240 MECH03 $18,000
11NOV1984 E00485 PILOT2 $41,000
21NOV1984 E00329 FACCLK $21,000
25NOV1984 E00444 FINCLK $43,000
27NOV1984 E00199 SALCLK $38,000
02DEC1984 E00089 ITPROG $32,000
16DEC1984 E00301 ITSUPT $34,000
21DEC1984 E00216 MECH03 $22,000
23DEC1984 E00317 FLTAT2 $45,000
24JAN1985 E00415 BAGCLK $22,000
06FEB1985 E00100 FLTAT2 $17,000
03MAR1985 E00208 FACCLK $40,000
12MAR1985 E00003 VICEPR $120,000
15MAR1985 E00058 SALCLK $41,000
26MAR1985 E00424 TELOP $17,000
01APR1985 E00443 FSVCLK $28,000
09APR1985 E00327 FACMNT $44,000
28APR1985 E00118 OFFMGR $125,000
07MAY1985 E00053 GRCREW $39,000
12MAY1985 E00386 FLSCHD $16,000
14MAY1985 E00334 PILOT3 $45,000
15MAY1985 E00377 PILOT1 $65,000
02JUN1985 E00140 FLTAT3 $40,000
06JUN1985 E00363 RESCLK $28,000
10JUN1985 E00112 MECH01 $27,000
13JUL1985 E00345 FACMNT $33,000
20JUL1985 E00067 GRCREW $22,000
29JUL1985 E00129 FINCLK $20,000
19AUG1985 E00041 MKTCLK $45,000
21AUG1985 E00146 GRCREW $36,000
23AUG1985 E00181 MECH02 $18,000
02SEP1985 E00405 FACCLK $30,000
08SEP1985 E00368 BAGSUP $42,000
11SEP1985 E00499 GRCREW $35,000
16SEP1985 E00062 BAGCLK $33,000
23SEP1985 E00047 FLTAT3 $40,000
11OCT1985 E00262 PILOT3 $36,000
30OCT1985 E00050 OFFMGR $95,000
07NOV1985 E00398 FSVCLK $20,000
12NOV1985 E00018 FACMNT $33,000
14NOV1985 E00310 CHKCLK $26,000
16NOV1985 E00258 FACCLK $41,000
16NOV1985 E00343 GRCSUP $32,000
17NOV1985 E00351 RESCLK $25,000
22NOV1985 E00296 FLTAT1 $27,000
25NOV1985 E00483 HRCLK $23,000
30NOV1985 E00440 FSVCLK $17,000
12DEC1985 E00490 FINACT $38,000
24DEC1985 E00403 RECEPT $25,000
18JAN1986 E00054 FINACT $26,000
23JAN1986 E00060 SALMGR $16,000
24JAN1986 E00029 FLSCHD $17,000
25JAN1986 E00283 OFFMGR $125,000
31JAN1986 E00071 FLTAT1 $17,000
11FEB1986 E00460 FLTAT3 $26,000
15FEB1986 E00330 RECEPT $22,000
21FEB1986 E00119 CHKCLK $41,000
12MAR1986 E00026 ITSUPT $24,000
19MAR1986 E00127 MECH02 $41,000
05APR1986 E00376 MECH02 $33,000
01MAY1986 E00147 PILOT3 $16,000
06MAY1986 E00497 FACCLK $39,000
14MAY1986 E00342 FLTAT3 $42,000
31MAY1986 E00035 ITSUPT $26,000
04JUN1986 E00209 RESCLK $22,000
16JUL1986 E00340 SALCLK $25,000
27JUL1986 E00347 FLTAT2 $35,000
03OCT1986 E00245 BAGCLK $28,000
21OCT1986 E00435 SALCLK $28,000
23OCT1986 E00187 FACCLK $23,000
02DEC1986 E00088 FACCLK $33,000
11DEC1986 E00190 RECEPT $22,000
19DEC1986 E00282 CHKCLK $33,000
26DEC1986 E00370 FLTAT3 $19,000
05JAN1987 E00388 BAGCLK $25,000
13JAN1987 E00470 SALCLK $40,000
26JAN1987 E00009 ITPROG $34,000
27JAN1987 E00357 TELOP $43,000
27JAN1987 E00192 TELOP $44,000
10FEB1987 E00212 HRCLK $24,000
24FEB1987 E00077 FSVCLK $27,000
26FEB1987 E00133 FACCLK $38,000
27FEB1987 E00365 HRMGR $25,000
21MAR1987 E00298 ITPROG $35,000
02APR1987 E00264 FACCLK $32,000
06APR1987 E00399 BAGCLK $35,000
11APR1987 E00269 ITCLK $16,000
15APR1987 E00335 GRCSUP $30,000
21APR1987 E00503 MKTCLK $16,000
25APR1987 E00249 BAGCLK $17,000
12JUN1987 E00091 FLTAT2 $29,000
12JUN1987 E00134 FACCLK $26,000
01JUL1987 E00084 FLTAT1 $17,000
02JUL1987 E00457 MECH03 $40,000
09JUL1987 E00098 PILOT3 $33,000
16JUL1987 E00294 PILOT3 $20,000
21JUL1987 E00385 PILOT2 $45,000
22JUL1987 E00149 SALCLK $31,000
01AUG1987 E00447 MKTCLK $21,000
02AUG1987 E00341 MKTMGR $38,000
01SEP1987 E00433 FLSCHD $16,000
05SEP1987 E00339 ITPROG $45,000
07SEP1987 E00155 GRCREW $27,000
09SEP1987 E00213 FSVCLK $44,000
16SEP1987 E00481 FLTAT2 $45,000
08OCT1987 E00239 MECH03 $42,000
20OCT1987 E00281 ITPROG $32,000
24OCT1987 E00079 GRCREW $41,000
28OCT1987 E00500 ITCLK $33,000
01NOV1987 E00477 CHKCLK $34,000
05NOV1987 E00439 SALCLK $26,000
19NOV1987 E00266 MECH02 $21,000
22NOV1987 E00355 PILOT3 $42,000
09DEC1987 E00314 FACCLK $45,000
14DEC1987 E00160 BAGCLK $23,000
23DEC1987 E00488 MECH02 $37,000
21JAN1988 E00219 CHKCLK $41,000
24JAN1988 E00473 FLTAT3 $21,000
16MAR1988 E00174 CHKCLK $34,000
14APR1988 E00312 FLTAT1 $25,000
19MAY1988 E00111 CHKCLK $38,000
22MAY1988 E00182 RESCLK $27,000
10JUN1988 E00204 RESCLK $18,000
09AUG1988 E00420 GRCREW $33,000
01SEP1988 E00354 MKTCLK $16,000
11OCT1988 E00463 MKTMGR $39,000
21OCT1988 E00125 CHKCLK $16,000
26OCT1988 E00069 GRCREW $36,000
29OCT1988 E00205 PILOT2 $41,000
30OCT1988 E00373 SALCLK $31,000
03NOV1988 E00136 RESCLK $18,000
10NOV1988 E00085 FLTAT3 $19,000
14DEC1988 E00425 RESCLK $24,000
24DEC1988 E00227 MKTCLK $36,000
02JAN1989 E00168 FLTAT1 $25,000
19JAN1989 E00215 FACMNT $20,000
26JAN1989 E00237 FLTAT3 $43,000
07FEB1989 E00326 HRCLK $43,000
27FEB1989 E00286 PILOT3 $28,000
01MAR1989 E00448 RESCLK $29,000
12MAR1989 E00188 FACMNT $37,000
15MAR1989 E00206 CHKCLK $37,000
01APR1989 E00106 FLTAT1 $42,000
15APR1989 E00446 PILOT2 $41,000
23APR1989 E00033 FLTAT2 $35,000
23APR1989 E00105 FACMNT $19,000
12MAY1989 E00445 SALCLK $44,000
21MAY1989 E00338 CHKCLK $31,000
26MAY1989 E00478 CHKCLK $35,000
03JUN1989 E00257 FSVCLK $23,000
12JUN1989 E00300 GRCREW $37,000
01AUG1989 E00263 FLTAT2 $41,000
01AUG1989 E00228 FACCLK $28,000
10AUG1989 E00308 MECH01 $22,000
29AUG1989 E00456 FLTAT3 $40,000
10SEP1989 E00410 MKTCLK $35,000
20SEP1989 E00315 RESCLK $28,000
22SEP1989 E00230 SALCLK $35,000
16OCT1989 E00004 FACMNT $42,000
29OCT1989 E00248 FLTAT3 $41,000
03NOV1989 E00202 FACCLK $26,000
11NOV1989 E00412 SALCLK $39,000
13NOV1989 E00414 BAGCLK $44,000
19NOV1989 E00387 FINCLK $19,000
19NOV1989 E00203 FINACT $23,000
01DEC1989 E00276 MKTMGR $43,000
22DEC1989 E00519 FSVCLK $17,000
09JAN1990 E00115 GRCREW $44,000
09JAN1990 E00268 FINACT $26,000
11JAN1990 E00196 GRCREW $43,000
02FEB1990 E00358 FLTAT2 $33,000
10FEB1990 E00027 FINACT $31,000
25FEB1990 E00242 RESCLK $21,000
06MAR1990 E00068 FACMNT $23,000
17MAR1990 E00175 BAGCLK $39,000
19MAR1990 E00381 MKTCLK $30,000
14APR1990 E00287 RESCLK $44,000
21APR1990 E00321 RESCLK $40,000
01JUN1990 E00532 MECH02 $24,000
04JUN1990 E00530 BAGCLK $27,000
09JUN1990 E00120 FLTAT2 $30,000
12JUN1990 E00220 CHKCLK $41,000
17JUN1990 E00045 FINMGR $21,000
23JUN1990 E00103 FLTAT3 $17,000
01JUL1990 E00178 FINCLK $40,000
14JUL1990 E00107 FINMGR $31,000
14JUL1990 E00261 ITPROG $38,000
21JUL1990 E00332 FACCLK $17,000
21AUG1990 E00348 ITPROG $38,000
22AUG1990 E00156 OFFMGR $85,000
22AUG1990 E00274 GRCREW $32,000
03SEP1990 E00515 GRCREW $20,000
16SEP1990 E00494 BAGCLK $35,000
22SEP1990 E00397 FACCLK $35,000
28SEP1990 E00323 FLTAT3 $24,000
29SEP1990 E00288 RESCLK $33,000
16OCT1990 E00055 PILOT3 $25,000
31OCT1990 E00292 CHKCLK $45,000
06NOV1990 E00056 GRCREW $29,000
09NOV1990 E00011 FLTAT3 $27,000
18NOV1990 E00139 HRCLK $45,000
23NOV1990 E00010 GRCREW $29,000
17JAN1991 E00025 BAGCLK $23,000
26JAN1991 E00291 RESCLK $23,000
04MAR1991 E00461 MECH03 $34,000
09APR1991 E00066 TELOP $39,000
22APR1991 E00468 ITSUPT $21,000
24APR1991 E00095 MECH03 $45,000
27APR1991 E00006 MKTCLK $31,000
16MAY1991 E00183 ITMGR $22,000
19MAY1991 E00244 MKTCLK $45,000
11JUN1991 E00065 MECH02 $20,000
11JUN1991 E00253 BAGCLK $36,000
13JUN1991 E00176 FLTAT3 $19,000
17JUL1991 E00075 FLTAT3 $25,000
18SEP1991 E00117 BAGCLK $32,000
20SEP1991 E00013 RECEPT $22,000
20OCT1991 E00193 FACCLK $28,000
27OCT1991 E00375 RESCLK $20,000
20NOV1991 E00070 RESCLK $24,000
21NOV1991 E00061 ITPROG $38,000
24NOV1991 E00367 FLTAT3 $33,000
06DEC1991 E00489 CHKCLK $36,000
07DEC1991 E00531 RECEPT $39,000
18DEC1991 E00083 CHKCLK $20,000
18JAN1992 E00252 GRCREW $29,000
23JAN1992 E00020 FACCLK $21,000
05FEB1992 E00170 FACCLK $42,000
06FEB1992 E00048 FLTAT3 $19,000
12FEB1992 E00040 FLTAT1 $32,000
13FEB1992 E00411 FSVCLK $36,000
15FEB1992 E00008 OFFMGR $85,000
16FEB1992 E00087 HRCLK $45,000
17FEB1992 E00344 OFFMGR $105,000
20FEB1992 E00201 BAGCLK $37,000
11MAR1992 E00001 FLTAT3 $25,000
03APR1992 E00406 CHKCLK $34,000
13APR1992 E00394 FSVCLK $27,000
21APR1992 E00422 SALCLK $25,000
25APR1992 E00090 FACCLK $29,000
14MAY1992 E00259 BAGCLK $32,000
18MAY1992 E00333 GRCREW $36,000
21MAY1992 E00438 FINACT $41,000
26MAY1992 E00037 ITPROG $19,000
06JUN1992 E00408 ITCLK $21,000
16JUN1992 E00390 FLTAT2 $34,000
16AUG1992 E00086 FSVCLK $31,000
21AUG1992 E00032 ITPROG $24,000
01SEP1992 E00224 FLTAT1 $19,000
18SEP1992 E00393 RESCLK $19,000
01OCT1992 E00453 RECEPT $30,000
11OCT1992 E00145 PILOT1 $61,000
03NOV1992 E00289 FINCLK $31,000
11NOV1992 E00336 GRCREW $19,000
15DEC1992 E00162 GRCREW $21,000
10JAN1993 E00238 CHKSUP $27,000
13JAN1993 E00017 RESCLK $36,000
16JAN1993 E00243 CHKCLK $31,000
24JAN1993 E00302 FACMNT $18,000
26JAN1993 E00255 MECH03 $35,000
19FEB1993 E00475 FLSCHD $28,000
28FEB1993 E00180 FINCLK $18,000
01MAR1993 E00396 FLTAT1 $35,000
07APR1993 E00464 FINCLK $32,000
09APR1993 E00021 SALMGR $43,000
22APR1993 E00371 BAGCLK $23,000
09MAY1993 E00173 HRCLK $19,000
13MAY1993 E00313 GRCREW $34,000
26MAY1993 E00404 FLTAT1 $41,000
04JUN1993 E00328 FLTAT3 $30,000
23JUN1993 E00158 FSVMGR $30,000
03JUL1993 E00467 GRCSUP $27,000
05JUL1993 E00232 MKTMGR $41,000
19AUG1993 E00402 PILOT3 $28,000
20AUG1993 E00135 FLTAT3 $39,000
26AUG1993 E00427 CHKSUP $27,000
05SEP1993 E00080 GRCREW $16,000
16SEP1993 E00251 FACMNT $40,000
25SEP1993 E00761 MKTCLK $33,000
02OCT1993 E00198 RECEPT $33,000
07OCT1993 E00235 PILOT1 $65,000
08OCT1993 E00346 HRMGR $23,000
17OCT1993 E00278 ITSUPT $20,000
18OCT1993 E00297 BAGCLK $44,000
20OCT1993 E00514 CHKCLK $32,000
08NOV1993 E00280 FLTAT3 $20,000
19NOV1993 E00436 RESCLK $34,000
20NOV1993 E00465 FLTAT3 $27,000
13DEC1993 E00270 MECH03 $37,000
24DEC1993 E00687 GRCREW $16,000
05JAN1994 E00496 ITCLK $33,000
13JAN1994 E00152 FINCLK $24,000
14JAN1994 E00320 SALCLK $41,000
17JAN1994 E00051 ITPROG $19,000
21JAN1994 E00200 ITSUPT $34,000
23JAN1994 E00154 RESCLK $17,000
28JAN1994 E00184 SALMGR $43,000
28FEB1994 E00450 FINACT $21,000
07MAR1994 E00015 GRCSUP $41,000
15MAR1994 E00044 SALCLK $25,000
15MAR1994 E00229 SALCLK $44,000
15MAR1994 E00458 RESCLK $16,000
19MAR1994 E00472 BAGCLK $19,000
06APR1994 E00426 MKTCLK $21,000
22APR1994 E00474 FLTAT1 $25,000
23JUN1994 E00036 ITSUPT $20,000
03JUL1994 E00024 FLTAT3 $21,000
03JUL1994 E00462 ITPROG $16,000
13JUL1994 E00012 MKTCLK $33,000
28JUL1994 E00356 FLTAT3 $28,000
24AUG1994 E00409 FSVCLK $26,000
27AUG1994 E00165 TELOP $17,000
28AUG1994 E00104 SALCLK $17,000
04SEP1994 E00108 GRCREW $21,000
15SEP1994 E00214 MECH02 $44,000
02OCT1994 E00784 GRCREW $22,000
05OCT1994 E00195 FLTAT2 $44,000
11OCT1994 E00063 ITPROG $39,000
13OCT1994 E00362 CHKCLK $45,000
24OCT1994 E00423 FLTAT2 $40,000
26OCT1994 E00307 ITCLK $16,000
09NOV1994 E00285 GRCREW $42,000
01DEC1994 E00275 FLTAT2 $16,000
03DEC1994 E00267 FLSCHD $44,000
